Date,Nifty close,Change,Nifty (n-1) close,20DMA,Nifty - 20DMA,Nifty - 20DMA squared,20DMA crossing,10D MA change,Range,ATR,OI change,COI change,PCR TW,RSI,FII net,DII net,FII + DII net,PE,10D MA FII net,10D MA DII net,Range between Max Ois,PCR TW change,PE change,Up streak,Down streak,Up,Down,Up 2.17%,Down 2.07%,Up 1.11% to 2.17%,Down 1.01% to 2.07%,Up upto 1.11%,Down upto 1.01%,Classification
28-01-2021,13634.6,-182.95,13967.5,14286.72143,-469.1714286,220121.8294,0,-74.73,185,209.9374,43083,-45483,0.7,41.85,-3712.51,1736.92,-1975.59,36.96,5.778,-322.065,200,0.08,-0.56,0,5,0,1,0,0,0,1,0,0,Down 1SD to 2SD
29-01-2021,14281.2,646.6,13817.55,14270.18095,-635.5809524,403963.147,0,-96.1,284.35,221.3776,-5766,-4330,0.56,31.60,-5930.66,2443.2,-3487.46,36.57,-694.95,-58.935,200,-0.14,-0.39,0,6,0,1,0,0,0,1,0,0,Down 1SD to 2SD
01-02-2021,14647.85,366.65,13634.6,14284.44048,-3.24047619,10.50068594,0,-15.25,673.05,255.6899,9874,12397,1.2,45.84,1494.23,-90.46,1403.77,38.26,-642.633,26.226,400,0.64,1.69,1,0,1,0,1,0,0,0,0,0,Up 2SD
02-02-2021,14789.95,142.1,14281.2,14314.40952,333.4404762,111182.5512,1,41.945,257.15,269.6069,-3419,-1467,1.13,51.54,6181.56,-2035.2,4146.36,38.79,-89.537,-173.043,500,-0.07,0.53,2,0,1,0,1,0,0,0,0,0,Up 2SD
03-02-2021,14895.85,105.9,14647.85,14345.69762,444.252381,197360.178,0,26.88,293.25,271.3974,6033,6605,1.25,53.92,2520.92,-399.74,2121.18,39.16,136.8,-193.087,500,0.12,0.37,3,0,1,0,0,0,0,0,1,0,Up to 1SD
04-02-2021,14924.25,28.4,14789.95,14378.85714,516.9928571,267281.6143,0,25.095,198.1,266.266,11552,12138,1.15,55.09,1936.74,-768.55,1168.19,40.81,101.569,-183.48,500,-0.1,1.65,4,0,1,0,0,0,0,0,1,0,Up to 1SD
05-02-2021,15115.8,191.55,14895.85,14415.90476,508.3452381,258414.8811,0,33.39,149.05,257.9139,1950,2753,0.99,58.71,1461.71,-1418.65,43.06,41.46,86.274,-221.397,500,-0.16,0.65,5,0,1,0,0,0,0,0,1,0,Down to 1SD
08-02-2021,15109.3,-6.5,14924.25,14462.49762,653.302381,426804.001,0,74.39,107.95,256.3236,-1981,-910,1.16,64.62,1876.6,-504.86,1371.74,42,337.503,-142.848,700,0.17,0.54,6,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
09-02-2021,15106.5,-2.8,15115.8,14498.78571,610.5142857,372727.6931,0,87.08,190.6,251.7862,-2035,-285,0.98,61.22,1300.65,-1756.24,-455.59,41.97,544.098,-279.696,500,-0.18,-0.03,0,1,0,1,0,0,0,0,0,1,Down to 1SD
10-02-2021,15173.3,66.8,15109.3,14528.39286,578.1071429,334207.8686,0,113.9,190.45,247.4479,-1479,-687,0.9,59.23,1786.97,-2075.68,-288.71,41.81,891.621,-486.926,200,-0.08,-0.16,0,2,0,1,0,0,0,0,0,1,Up to 1SD
11-02-2021,15163.3,-10,15106.5,14557.43333,615.8666667,379291.7511,0,135.575,121.15,238.5659,1745,3000,1.07,61.60,944.36,-707.68,236.68,41.65,1357.308,-731.386,500,0.17,-0.16,1,0,1,0,0,0,0,0,1,0,Down to 1SD
12-02-2021,15314.7,151.4,15173.3,14585.93095,577.3690476,333355.0171,0,152.87,160.95,233.1326,1514,2688,0.91,67.17,-37.33,-597.62,-634.95,41.58,1946.641,-1035.468,500,-0.16,-0.07,0,1,0,1,0,0,0,0,0,1,Up to 1SD
15-02-2021,15313.45,-1.25,15163.3,14620.17381,694.5261905,482366.6293,0,103.35,84,229.1124,-1253,1404,1.32,73.16,1234.15,-1048.55,185.6,41.59,1920.633,-1131.277,300,0.41,0.01,1,0,1,0,0,0,0,0,1,0,Down to 1SD
16-02-2021,15208.9,-104.55,15314.7,14662.06667,651.3833333,424300.2469,0,66.56,113.3,226.2865,-1439,-222,1.4,82.78,1144.09,-1559.53,-415.44,41.78,1416.886,-1083.71,100,0.08,0.19,0,1,0,1,0,0,0,0,0,1,Down to 1SD
17-02-2021,15118.95,-89.95,15313.45,14706.2381,502.6619048,252668.9905,0,41.895,142,220.6768,3115,4614,0.7,84.65,1008.2,-1283.38,-275.18,41.49,1265.614,-1172.074,300,-0.7,-0.29,0,2,0,1,0,0,0,0,0,1,Down to 1SD
18-02-2021,14981.75,-137.2,15208.9,14734.70476,384.2452381,147644.403,0,22.33,171.15,216.97,-294,592,0.7,88.77,903.07,-1217.34,-314.27,41.26,1162.247,-1216.953,500,0,-0.23,0,3,0,1,0,0,0,0,0,1,Down to 1SD
19-02-2021,14675.7,-306.05,15118.95,14750.75476,230.9952381,53358.80002,0,5.75,244.6,219.0341,-4476,-925,0.86,74.93,118.75,-1174.98,-1056.23,40.88,1027.951,-1192.586,500,0.16,-0.38,0,4,0,1,0,0,0,0,0,1,Down to 1SD
22-02-2021,14707.8,32.1,14981.75,14754.81905,-79.11904762,6259.823696,0,-44.01,370.75,230.1781,-22219,-6120,0.68,51.04,-893.25,-919.88,-1813.13,40.05,750.966,-1234.088,500,-0.18,-0.83,0,5,0,1,0,1,0,0,0,0,Down 2SD
23-02-2021,14982,274.2,14675.7,14770.81429,-63.01428571,3970.800204,0,-40.15,199.5,228.2118,-21114,-567,0.77,46.67,-1569.04,216.67,-1352.37,40.14,463.997,-1036.797,500,0.09,0.09,1,0,1,0,0,0,0,0,1,0,Down to 1SD
24-02-2021,15097.35,115.35,14707.8,14806.2,175.8,30905.64,1,-12.45,300.65,233.4109,-21299,1409,1.12,53.07,28739.17,230.44,28969.61,40.88,3159.217,-806.185,300,0.35,0.74,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
25-02-2021,14529.15,-568.2,14982,14860.00238,237.347619,56333.89227,0,-6.89,101,230.6316,50672,-28902,0.76,55.81,188.08,-746.57,-558.49,41.2,3083.589,-810.074,200,-0.36,0.32,3,0,1,0,0,0,0,0,1,0,Down to 1SD
26-02-2021,14761.55,232.4,15097.35,14893.8881,-364.7380952,133033.8781,0,-63.415,450.5,259.1293,17026,21417,0.5,34.28,-8295.17,1499.7,-6795.47,39.65,2257.805,-600.342,200,-0.26,-1.55,0,1,0,1,0,1,0,0,0,0,Down 2SD
01-03-2021,14919.1,157.55,14529.15,14947.55238,-186.002381,34596.88572,0,-55.315,167.75,260.4522,-14173,-10225,0.65,41.69,125.15,-194.88,-69.73,40.28,2146.905,-514.975,500,0.15,0.63,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
02-03-2021,15245.6,326.5,14761.55,14977.92857,-58.82857143,3460.800816,0,-39.435,197.9,256.01,5100,5255,0.69,45.83,2052.87,-854.04,1198.83,40.71,2237.783,-444.426,200,0.04,0.43,2,0,1,0,0,0,0,0,1,0,Down to 1SD
03-03-2021,15080.75,-164.85,14919.1,15006.39286,239.2071429,57220.05719,1,3.67,174.95,263.0154,1302,2217,1.15,51.44,2088.7,392.91,2481.61,41.6,2345.833,-276.797,500,0.46,0.89,3,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
04-03-2021,14938.1,-142.65,15245.6,15020.24048,60.50952381,3661.402472,0,-3.825,221.05,263.1858,27644,29945,1.19,48.45,-223.11,-788.19,-1011.3,41.15,2233.215,-233.882,200,0.04,-0.45,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
05-03-2021,14956.2,18.1,15080.75,15022.25238,-84.15238095,7081.62322,0,-4.365,227.9,260.8332,6419,7133,1.12,42.90,-2014.16,-1191.19,-3205.35,40.76,2019.924,-235.503,800,-0.07,-0.39,0,2,0,1,0,0,0,0,0,1,Up to 1SD
08-03-2021,15098.4,142.2,14938.1,15023.77381,-67.57380952,4566.219734,0,28.05,189.2,255.863,223,1153,0.68,43.31,-1494.49,483.62,-1010.87,40.74,1959.8,-95.153,600,-0.44,-0.02,1,0,1,0,0,0,0,0,1,0,Up to 1SD
09-03-2021,15174.8,76.4,14956.2,15022.94524,75.4547619,5693.421094,1,39.06,198,251.9728,-16992,-17309,0.67,47.96,2801.87,1250.22,4052.09,41.12,2396.891,8.202,500,-0.01,0.38,2,0,1,0,0,0,0,0,1,0,Up to 1SD
10-03-2021,15030.95,-143.85,15098.4,15026.06429,148.7357143,22122.3127,0,19.28,114.4,242.5497,-5405,-3117,0.85,51.04,-15.69,447.67,431.98,41.33,-478.595,29.925,200,0.18,0.21,3,0,1,0,0,0,0,0,1,0,Down to 1SD
12-03-2021,14929.5,-101.45,15174.8,15022.46667,8.483333333,71.96694444,0,-7.345,377.75,252.5604,3881,6203,0.57,50.91,-942.6,-163.87,-1106.47,40.94,-591.663,88.195,300,-0.28,-0.39,0,1,0,1,0,0,0,0,0,1,Down to 1SD
15-03-2021,14910.45,-19.05,15030.95,15010.85714,-81.35714286,6618.984694,0,40.035,302.45,256.1311,-3707,-2710,0.5,55.08,-1101.35,-749.71,-1851.06,40.66,127.719,-136.746,800,-0.07,-0.28,0,2,0,1,0,0,0,0,0,1,Down to 1SD
16-03-2021,14721.3,-189.15,14929.5,14998.81667,-88.36666667,7808.667778,0,14.89,157.6,249.3325,-8841,-6809,0.47,54.08,1692.31,-1168.59,523.72,40.61,284.435,-234.117,700,-0.03,-0.05,0,3,0,1,0,0,0,0,0,1,Down to 1SD
17-03-2021,14557.85,-163.45,14910.45,14970.55952,-249.2595238,62130.31021,0,-19.78,257.55,250.1302,-9632,-5050,0.44,44.56,2625.82,-562.15,2063.67,40.1,341.73,-204.928,500,-0.03,-0.51,0,4,0,1,0,0,0,1,0,0,Down 1SD to 2SD
18-03-2021,14744,186.15,14721.3,14934.57857,-376.7285714,141924.4165,0,-68.775,395.85,260.1744,-4606,-914,0.83,38.97,1258.47,-1116.17,142.3,39.65,258.707,-355.836,500,0.39,-0.45,0,5,0,1,0,0,0,1,0,0,Down 1SD to 2SD
19-03-2021,14736.4,-7.6,14557.85,14912.44048,-168.4404762,28372.19402,0,-33.67,436.9,273.275,-9063,-3334,0.97,55.21,1418.43,559.62,1978.05,40.16,422.861,-221.055,500,0.14,0.51,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
22-03-2021,14814.75,78.35,14744,14894.22381,-157.8238095,24908.35485,0,-20.17,165.3,265.6161,-10462,7686,0.91,49.32,-786.98,542.7,-244.28,40.14,545.579,-47.666,500,-0.06,-0.02,0,1,0,1,0,0,0,0,0,1,Up to 1SD
23-03-2021,14549.4,-265.35,14736.4,14886.27143,-71.52142857,5115.314745,0,-14.145,169.85,258.9006,-29211,-4987,1.08,47.04,-108.24,-529.69,-637.93,40.35,684.204,-148.997,500,0.17,0.21,1,0,1,0,0,0,0,0,1,0,Down to 1SD
24-03-2021,14324.9,-224.5,14814.75,14880.25714,-330.8571429,109466.449,0,-54.9,216.6,260.3899,-17369,-740,0.74,29.51,-1951.9,612.8,-1339.1,39.63,208.827,-212.739,500,-0.34,-0.72,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
25-03-2021,14507.3,182.4,14549.4,14862.02381,-537.1238095,288501.9868,0,-84.99,303.5,264.0192,59057,-34034,0.67,28.51,-3383.6,2267.69,-1115.91,39.02,-127.964,-30.737,1000,-0.07,-0.61,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
26-03-2021,14845.1,337.8,14324.9,14839.41905,-332.1190476,110303.0618,0,-52.365,156.7,262.8749,2541,5610,0.81,38.02,-50.13,1703.14,1653.01,39.51,-38.717,155.964,1000,0.14,0.49,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
30-03-2021,14690.7,-154.4,14507.3,14827.40714,17.69285714,313.0371939,1,-8.44,255.15,270.4553,27238,29082,1.1,47.38,769.47,2181.01,2950.48,40.43,148.365,449.036,200,0.29,0.92,2,0,1,0,1,0,0,0,0,0,Up 2SD
31-03-2021,14867.35,176.65,14845.1,14835.1,-144.4,20851.36,0,-21.975,140.95,263.6263,2924,2682,0.83,40.43,-1685.91,2081.52,395.61,33.2,-189.457,774.047,300,-0.27,-7.23,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
01-04-2021,14647.8,-219.55,14690.7,14840.1381,27.21190476,740.4877608,1,14.605,190.1,258.5459,-8783,-11152,0.83,43.11,149.41,-296.84,-147.43,33.6,-437.098,800.578,200,0,0.4,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
05-04-2021,14683.5,35.7,14867.35,14827.21905,-179.4190476,32191.19465,0,7.995,380.35,269.2105,239,-1378,0.83,41.69,-931.66,75.48,-856.18,33.08,-656.111,919.743,500,0,-0.52,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
06-04-2021,14819.05,135.55,14647.8,14800.45238,-116.952381,13677.85941,0,-6.05,203.8,264.6383,-2293,-2635,0.74,44.51,-1092.75,416.59,-676.16,33.18,-907.229,905.44,500,-0.087762997,0.1,1,0,1,0,0,0,0,0,1,0,Up to 1SD
07-04-2021,14873.8,54.75,14683.5,14787.99048,31.05952381,964.6940193,1,8.265,215.1,262.1606,2721,3776,0.99,48.06,227.42,381.08,608.5,33.49,-805.789,889.278,500,0.252466018,0.31,2,0,1,0,0,0,0,0,1,0,Up to 1SD
08-04-2021,14834.85,-38.95,14819.05,14784.92857,88.87142857,7898.130816,0,5.905,160.25,255.2277,-4000,-3446,0.87,53.43,110.85,552.78,663.63,33.61,-783.88,997.525,500,-0.122020515,0.12,3,0,1,0,0,0,0,0,1,0,Down to 1SD
09-04-2021,14310.8,-524.05,14873.8,14779.15,55.7,3102.49,0,28.545,131.7,246.4828,11096,11964,0.86,56.60,-653.51,-271.26,-924.77,33.53,-654.041,909.119,500,-0.01560166,-0.08,0,1,0,1,0,0,0,0,0,1,Down to 1SD
12-04-2021,14504.8,194,14834.85,14741.64524,-430.8452381,185627.6192,0,-1.41,380.25,270.7448,-1414,-409,0.49,41.11,-1746.43,232.76,-1513.67,32.34,-490.324,705.626,500,-0.367336514,-1.19,0,2,0,1,0,1,0,0,0,0,Down 2SD
13-04-2021,14581.45,76.65,14310.8,14709.74048,-204.9404762,42000.59878,0,-0.25,250.8,269.5484,-2978,-3848,0.79,45.58,-730.81,243.8,-487.01,32.72,-558.392,559.692,1000,0.303806685,0.38,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
15-04-2021,14617.85,36.4,14504.8,14688.33571,-106.8857143,11424.55592,0,-26.365,241.7,267.7488,-156,419,0.91,45.55,979.7,-526.63,453.07,32.78,-537.369,288.928,200,0.121211355,0.06,2,0,1,0,0,0,0,0,1,0,Up to 1SD
16-04-2021,14359.45,-258.4,14581.45,14673.49524,-55.6452381,3096.392523,0,-7.285,133.35,258.531,9992,10876,1.03,51.43,437.51,657.45,1094.96,32.84,-325.027,146.521,500,0.116550993,0.06,3,0,1,0,0,0,0,0,1,0,Down to 1SD
19-04-2021,14296.4,-63.05,14617.85,14647.25714,-287.8071429,82832.95148,0,-50.79,189.3,270.5252,-10434,-8764,0.84,50.71,-1633.7,2355.56,721.86,32.12,-503.338,411.761,700,-0.192458353,-0.72,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
20-04-2021,14406.15,109.75,14359.45,14627.02381,-330.6238095,109312.1034,0,-34.14,318.4,274.0342,884,2908,0.71,45.43,-1082.33,1323.01,240.68,31.97,-518.405,536.514,500,-0.124046311,-0.15,0,2,0,1,0,0,0,0,0,1,Up to 1SD
22-04-2021,14341.35,-64.8,14296.4,14619.8,-213.65,45646.3225,0,-27.735,270.39,273.9853,-6472,-2832,1.15,39.44,-909.56,849.98,-59.58,32.22,-500.086,579.853,500,0.436891746,0.25,1,0,1,0,0,0,0,0,1,0,Down to 1SD
23-04-2021,14485,143.65,14406.15,14600.62619,-259.2761905,67224.14295,0,-47.77,186.3,267.8328,-3860,1641,1.08,41.21,-1362.76,1695.59,332.83,32.07,-659.104,711.304,800,-0.075778449,-0.15,0,1,0,1,0,0,0,0,0,1,Up to 1SD
26-04-2021,14653.05,168.05,14341.35,14588.65476,-103.6547619,10744.30967,0,-38.88,134.05,264.1411,-9495,5754,1.22,40.22,-1111.89,1022.57,-89.32,32.39,-781.378,758.283,1000,0.146080031,0.32,1,0,1,0,0,0,0,0,1,0,Down to 1SD
27-04-2021,14864.55,211.5,14485,14580.95476,72.0952381,5197.723356,1,-18.18,177.4,258.3239,-14645,9149,1.43,50.14,-1454.75,1463.44,8.69,32.28,-861.502,931.753,500,0.210857461,-0.11,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
28-04-2021,14894.9,30.35,14653.05,14595.9619,268.5880952,72139.5649,0,55.375,190.5,256.8151,-18666,19233,1.5,54.35,766.02,436.2,1202.22,32.72,-610.257,952.097,500,0.066637483,0.44,3,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
29-04-2021,14631.1,-263.8,14864.55,14623.10476,271.7952381,73872.65145,0,39.01,228.2,254.8926,32499,-63252,1.03,51.92,809.37,-942.35,-132.98,32.79,-456.239,833.482,500,-0.4676618,0.07,4,0,1,0,0,0,0,0,1,0,Down to 1SD
30-04-2021,14634.15,3.05,14894.9,14629,2.1,4.41,0,3.61,252.95,257.6288,7667,8247.666667,0.68,44.44,-3465.07,1419.31,-2045.76,32.21,-900.716,1028.076,500,-0.349131707,-0.58,0,1,0,1,0,0,0,1,0,0,Down 1SD to 2SD
03-05-2021,14496.5,-137.65,14631.1,14618.95476,15.1952381,230.8952608,0,1.63,255.2,257.6268,6320,6399,0.77,45.33,-2289.46,552.917,-1736.543,31.54,-1173.413,1017.6227,500,0.085363758,-0.67,1,0,1,0,0,0,0,0,1,0,Down to 1SD
04-05-2021,14617.85,121.35,14634.15,14609.70714,-113.2071429,12815.85719,0,13.705,259.35,257.932,6289,6807.666667,0.61,55.27,-1772.37,987.34,-785.03,30.47,-1187.28,880.8007,1000,-0.153540428,-1.07,0,1,0,1,0,0,0,0,0,1,Up to 1SD
05-05-2021,14724.8,106.95,14496.5,14597.82619,20.02380952,400.9529478,1,32.145,126.55,249.6083,-1456,-1612.666667,0.74,53.35,-1110.5,-240.61,-1351.11,30.65,-1190.097,724.4387,500,0.126350067,0.18,1,0,1,0,0,0,0,0,1,0,Up to 1SD
06-05-2021,14823.15,98.35,14617.85,14601.49286,123.3071429,15204.65148,0,31.865,131.45,241.2363,5566,5982.333333,0.92,54.17,1222.58,-632.51,590.07,30.82,-976.883,576.1897,500,0.177978515,0.17,2,0,1,0,0,0,0,0,1,0,Up to 1SD
07-05-2021,14942.35,119.2,14724.8,14608.14286,215.0071429,46228.07148,0,48.18,96.65,233.8801,-33,892,1.05,55.76,-1142.75,1468.09,325.34,30.23,-954.882,553.4397,700,0.133273173,-0.59,3,0,1,0,0,0,0,0,1,0,Up to 1SD
10-05-2021,14850.75,-91.6,14823.15,14614.01429,328.3357143,107804.3413,0,45.735,73.8,227.4422,-1126,-219.6666667,1.07,67.76,583.69,-476.26,107.43,30.43,-785.324,403.5567,700,0.013471287,0.2,4,0,1,0,0,0,0,0,1,0,Down to 1SD
11-05-2021,14696.5,-154.25,14942.35,14612.91667,237.8333333,56564.69444,0,19.77,115.4,223.4071,7205,7213.333333,0.95,66.60,-336,-676.67,-1012.67,30.14,-673.449,189.5457,200,-0.115920811,-0.29,0,1,0,1,0,0,0,0,0,1,Down to 1SD
12-05-2021,14677.8,-18.7,14850.75,14606.32857,90.17142857,8130.886531,0,-16.805,173.45,221.8101,6934,7565.666667,0.75,58.47,-1260.59,-704.36,-1964.95,29.83,-876.11,75.4897,500,-0.202589518,-0.31,0,2,0,1,0,0,0,1,0,0,Down 1SD to 2SD
14-05-2021,14923.15,245.35,14696.5,14623.80476,53.9952381,2915.485737,0,-21.71,157.25,217.2344,-13994,-13324.66667,0.68,60.08,-3007.85,613.26,-2394.59,29.79,-1257.832,231.0507,400,-0.062617811,-0.04,0,3,0,1,0,0,0,0,0,1,Down to 1SD
17-05-2021,15108.1,184.95,14677.8,14643.72619,279.4238095,78077.66533,0,30.56,133.9,220.3034,1429,3348.333333,1.17,62.38,-2255.84,1948.48,-307.36,30.2,-1136.909,283.9677,300,0.487190218,0.41,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
18-05-2021,15030.15,-77.95,14923.15,14668.80476,439.2952381,192980.3062,0,47.395,93,219.8603,-3922,-827,1.19,62.73,618.49,449.52,1068.01,30.53,-846.114,273.628,800,0.019445907,0.33,2,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
19-05-2021,14906.05,-124.1,15108.1,14688.4381,341.7119048,116767.0259,0,53.365,123.5,213.0524,-4253,-2776.333333,0.95,55.01,-697.75,-852.52,-1550.27,29.98,-738.652,89.642,600,-0.23969907,-0.55,0,1,0,1,0,0,0,0,0,1,Down to 1SD
20-05-2021,15175,268.95,15030.15,14714.46667,191.5833333,36704.17361,0,28.82,183.3,211.0415,-3556,-924,1.12,50.32,71.04,-876.06,-805.02,29.59,-620.498,26.097,500,0.167967542,-0.39,0,2,0,1,0,0,0,0,0,1,Down to 1SD
21-05-2021,15197.7,22.7,14906.05,14756.30476,418.6952381,175305.7024,0,45.05,196.7,216.2433,-6654,-2132,1.26,65.52,510.16,649.1,1159.26,29.48,-691.74,154.258,500,0.144712201,-0.11,1,0,1,0,0,0,1,0,0,0,Up 1SD to 2SD
24-05-2021,15208.45,10.75,15175,14793.99762,403.702381,162975.6124,0,37.455,109.5,208.7172,-6867,1204.333333,1.16,65.90,585.36,-707.69,-122.33,29.52,-518.929,-63.32,500,-0.107646847,0.04,2,0,1,0,0,0,0,0,1,0,Up to 1SD
25-05-2021,15301.45,93,15197.7,14835.2881,373.1619048,139249.8072,0,26.61,123.85,203.1267,-23859,5721,1.05,71.64,959.77,-563.59,396.18,29.25,-481.321,-72.053,500,-0.106825983,-0.27,3,0,1,0,0,0,0,0,1,0,Up to 1SD
26-05-2021,15337.85,36.4,15208.45,14874.16667,427.2833333,182571.0469,0,45.07,124.3,197.5426,-29141,7876.333333,1.29,71.14,241.6,-438.59,-196.99,29.41,-423.561,-48.245,300,0.242488458,0.16,4,0,1,0,0,0,0,0,1,0,Up to 1SD
27-05-2021,15435.65,97.8,15301.45,14906.77619,431.0738095,185824.6293,0,64.135,109.6,191.436,58997,-36305,1.06,69.82,-660.9,112.38,-548.52,29.48,-363.592,33.429,500,-0.231085717,0.07,5,0,1,0,0,0,0,0,1,0,Up to 1SD
28-05-2021,15582.8,147.15,15337.85,14933.97143,501.6785714,251681.389,0,75.785,73.75,187.1763,7011,8552.333333,1.07,69.81,913.59,1275.22,2188.81,28.98,28.552,99.625,200,0.004119028,-0.5,6,0,1,0,0,0,0,0,1,0,Up to 1SD
31-05-2021,15574.85,-7.95,15435.65,14966.72857,616.0714286,379544.0051,0,65.965,229.5,190.403,2105,3651.666667,1.39,70.35,2412.39,179.78,2592.17,29.22,495.375,-77.245,600,0.325855384,0.24,7,0,1,0,0,0,0,0,1,0,Down to 1SD
01-06-2021,15576.2,1.35,15582.8,15011.66905,563.1809524,317172.7851,0,46.675,131.9,186.2635,1924,2610,1.09,74.30,-449.86,230.49,-219.37,28.87,388.54,-99.148,600,-0.300562401,-0.35,0,1,0,1,0,0,0,0,0,1,Up to 1SD
02-06-2021,15690.35,114.15,15574.85,15056.52857,519.6714286,270058.3937,0,54.605,131.15,182.7875,-8437,-8328.333333,1.01,82.90,921.1,241.76,1162.86,28.88,550.425,10.28,200,-0.082208733,0.01,1,0,1,0,0,0,0,0,1,0,Up to 1SD
03-06-2021,15670.25,-20.1,15576.2,15113.37857,576.9714286,332896.0294,0,78.43,92,178.9384,5364,6392.666667,1.21,85.34,1079.2,-278.97,800.23,29.1,651.241,69.989,500,0.20445285,0.22,2,0,1,0,0,0,0,0,1,0,Down to 1SD
04-06-2021,15751.65,81.4,15690.35,15163.49286,506.7571429,256802.8018,0,49.495,110.8,174.1,770,889.3333333,0.99,80.94,1499.37,-1175.01,324.36,29.06,750.162,-112.422,200,-0.227637526,-0.04,0,1,0,1,0,0,0,0,0,1,Up to 1SD
07-06-2021,15740.1,-11.55,15670.25,15212.39048,539.2595238,290800.834,0,55.395,93.5,169.039,3113,2789,1.19,79.15,-186.46,983.97,797.51,29.21,672.98,56.744,300,0.20519347,0.15,1,0,1,0,0,0,0,0,1,0,Down to 1SD
08-06-2021,15635.35,-104.75,15751.65,15256.05476,484.0452381,234299.7925,0,53.165,95,164.0219,1616,1574.666667,1.05,84.22,1422.71,-1626.98,-204.27,29.19,719.274,-49.595,300,-0.138419941,-0.02,0,1,0,1,0,0,0,0,0,1,Down to 1SD
09-06-2021,15737.75,102.4,15740.1,15289.05476,346.2952381,119920.3919,0,33.39,232.75,168.9882,6091,7413.666667,0.8,85.82,-846.37,-271.7,-1118.07,28.99,610.477,-32.906,300,-0.250799476,-0.2,0,2,0,1,0,0,0,0,0,1,Up to 1SD
10-06-2021,15799.35,61.6,15635.35,15331.29286,406.4571429,165207.409,0,39.99,101.4,165.1962,-498,-432,1.25,83.05,1329.7,-575.19,754.51,29.18,809.537,-101.663,300,0.445294473,0.19,1,0,1,0,0,0,0,0,1,0,Up to 1SD
11-06-2021,15811.85,12.5,15737.75,15383.80952,415.5404762,172673.8874,0,36.37,84.4,160.3822,6699,8806.333333,1.04,83.79,18.64,666.36,685,29.3,720.042,-162.549,300,-0.204093912,0.12,2,0,1,0,0,0,0,0,1,0,Up to 1SD
14-06-2021,15869.25,57.4,15799.35,15437.8119,374.0380952,139904.4967,0,22.905,215.15,164.3942,-2615,-1879,1.17,83.82,-503.51,544.26,40.75,29.32,428.452,-126.101,300,0.124646487,0.02,3,0,1,0,0,0,0,0,1,0,Up to 1SD
15-06-2021,15767.55,-101.7,15811.85,15482.86429,386.3857143,149293.9202,0,29.44,54.35,159.0624,6328,8558.666667,1.2,83.15,633.69,-649.29,-15.6,29.43,536.807,-214.079,200,0.034168133,0.11,4,0,1,0,0,0,0,0,1,0,Down to 1SD
16-06-2021,15691.4,-76.15,15869.25,15514.26667,253.2833333,64152.44694,0,19.135,136.8,157.5758,-17902,-17961.33333,0.79,73.31,-870.29,-874.2,-1744.49,29.24,357.668,-325.675,200,-0.413013916,-0.19,0,1,0,1,0,0,0,0,0,1,Down to 1SD
17-06-2021,15683.35,-8.05,15767.55,15545.75476,145.6452381,21212.53538,0,0.105,151.3,157.2204,-11114,-7506.666667,1.02,64.21,-879.73,45.24,-834.49,29.1,161.775,-293.254,300,0.234639462,-0.14,0,2,0,1,0,0,0,0,0,1,Down to 1SD
18-06-2021,15746.5,63.15,15691.4,15582.76905,100.5809524,10116.52798,0,1.31,303.2,168.1631,-15252,-11503.33333,1.01,56.61,2680.57,446.2,3126.77,29.08,279.895,-131.133,500,-0.012638147,-0.02,0,3,0,1,0,0,0,0,0,1,Up to 1SD
21-06-2021,15772.75,26.25,15683.35,15609.98333,136.5166667,18636.80028,0,-0.515,258.7,174.6992,-9889,415.6666667,1.09,60.51,-1244.71,138.09,-1106.62,29.19,174.07,-215.721,500,0.079382981,0.11,1,0,1,0,0,0,0,0,1,0,Up to 1SD
22-06-2021,15686.95,-85.8,15746.5,15637.36667,135.3833333,18328.64694,0,3.265,142.1,172.8814,-25721,-355.6666667,0.92,61.68,-1027.94,302.45,-725.49,29.05,-70.995,-22.778,500,-0.169883998,-0.14,2,0,1,0,0,0,0,0,1,0,Down to 1SD
